0.22549894	0.4225809	0.18270043	0.13148063	0.028938977	0.31713393	-0.13037822	0.17881894	0.2769461	-0.18286304	0.14308201	-0.38723904	-0.047346592	0.28690806	0.29504347	-0.28603086
0.035977315	0.19762637	0.47024578	0.56417143	0.26353538	0.041502014	0.07363067	-0.15960914	-0.18834119	-0.6545646	0.22969204	-0.48131856	0.5607095	0.25996754	0.31799212	-0.27855563
0.40297455	0.35730484	-0.16515902	-0.1454458	-0.17370664	0.296047	0.2148062	0.29989222	0.36713886	-0.0023410204	0.33953056	-0.46773952	-0.21748573	0.5396572	-0.103350334	0.008115693
0.0632719	0.4580338	-0.044834025	-0.07145645	0.029880466	0.5123558	-0.016995553	0.1342024	0.33842957	0.21009704	0.28453735	-0.36636013	-0.18302426	0.2504855	0.11074465	-0.2168515
0.18828951	0.30702326	0.07072248	-0.09657971	0.11136078	0.21588092	-0.39802316	0.2030833	0.24877927	0.36029008	-0.20931242	-0.13407697	-0.10609205	0.010583481	0.4183734	-0.29780677
0.47644052	0.2939403	-0.5985996	-0.49455097	-0.4795914	0.4710109	0.44610992	0.49346876	0.52902067	0.28539827	0.44765085	-0.42592508	-0.5427647	0.7730749	-0.6870211	0.553321
0.12368713	0.27943826	0.105414845	0.17860655	0.0073238784	0.21442059	0.16435702	-0.01388337	0.18262811	-0.40096053	0.29358372	-0.2678213	0.1680407	0.31989834	-0.0557593	-0.054177795
0.26385355	0.06531931	0.10409018	0.12122301	-0.21076286	0.06663519	-0.004531132	0.15745248	0.29879323	-0.35161883	0.10635804	-0.3511475	-0.03232172	0.34812054	0.18320937	-0.21559733
0.5017606	-0.03727759	-0.6210998	-0.6342841	-0.47330093	0.042596195	-0.38836825	0.59508616	0.6384281	0.57753325	-0.38056755	-0.09077142	-0.61332047	0.6140598	0.025011607	0.39149252
0.0895734	0.27784592	-0.077576816	0.090779625	-0.19113347	0.37889284	0.28506514	-0.014887864	0.22051239	-0.30143097	0.39178818	-0.58912975	-0.11829013	0.43754405	-0.24228138	-0.06252302
-0.05253529	0.037477065	0.32732648	0.38479677	-0.7023806	0.119270034	0.41599068	-0.3296564	0.46769828	-0.7492093	0.30039623	-0.6215433	0.3680317	0.5008465	-0.22055584	-0.41327348
0.5040175	-0.42597955	0.03512431	-0.13507128	-0.56460327	-0.49486995	-0.4700183	0.3751159	0.4984211	-0.37363616	-0.5989469	-0.3172057	-0.23190981	0.38796204	0.58623016	-0.1470921
